row_id,province,year,field_003,field_004,income,government_intervention
397,云南省,2014年,14041.7,4437.98,1698.06,0.31605717256457544
398,云南省,2015年,14960.0,4712.83,1808.1,0.315028743315508
399,云南省,2016年,16369.0,5018.86,1812.29,0.30660761194941655
400,云南省,2017年,18486.0,5712.97,1886.17,0.30904305961267986
401,云南省,2018年,20880.6,6075.03,1994.35,0.2909413522599925
402,云南省,2019年,23223.8,6770.09,2073.56,0.2915151697827229
403,云南省,2020年,24555.7,6974.02,2116.69,0.2840081936169606
404,云南省,2021年,27161.6,6634.36,2278.29,0.24425512488218662
405,云南省,2022年,28556.1,6699.79,1949.46,0.23461852283750234
406,云南省,2023年,30021.1,6730.08,2149.44,0.22417832790937042
407,浙江省,2010年,27399.9,3207.88,2608.47,0.11707633969467042
408,浙江省,2011年,31854.8,3842.59,3150.8,0.12062828835842637
409,浙江省,2012年,34382.4,4161.88,3441.23,0.12104681464935549
410,浙江省,2013年,37334.6,4730.47,3796.92,0.12670471894703575
411,浙江省,2014年,40023.5,5159.57,4122.02,0.12891351331092982
412,浙江省,2015年,43507.7,6645.98,4809.94,0.152754110191989
413,浙江省,2016年,47254.0,6974.26,5301.98,0.14759089177635756
414,浙江省,2017年,52403.1,7530.32,5804.38,0.14369989561686236
415,浙江省,2018年,58002.8,8629.53,6598.21,0.14877781762259754
416,浙江省,2019年,62462.0,10053.03,7048.58,0.16094633537190614
417,浙江省,2020年,64689.1,10082.01,7248.24,0.15585330449797571
418,浙江省,2021年,74040.8,11014.59,8262.64,0.14876378969433068
419,浙江省,2022年,78060.6,12017.78,8039.85,0.15395449176665307
420,浙江省,2023年,82553.2,12353.09,8600.51,0.1496379304496979
421,重庆市,2010年,8065.3,1709.04,952.07,0.21190036328468873
422,重庆市,2011年,10161.2,2570.24,1488.33,0.25294650238160843
423,重庆市,2012年,11595.4,3046.36,1703.49,0.26272142401297066
424,重庆市,2013年,13027.6,3062.28,1693.24,0.2350609475267893
425,重庆市,2014年,14623.8,3304.39,1922.02,0.2259597368672985
426,重庆市,2015年,16040.5,3792.0,2154.83,0.23640160842866495
427,重庆市,2016年,18023.0,4001.81,2227.91,0.2220390611995783
428,重庆市,2017年,20066.3,4336.28,2252.38,0.21609763633554765
429,重庆市,2018年,21588.8,4540.95,2265.54,0.21033823093455867
430,重庆市,2019年,23605.8,4847.68,2134.93,0.20535969973481097
431,重庆市,2020年,25041.4,4893.95,2094.85,0.19543436069868297
432,重庆市,2021年,28077.3,4835.06,2285.45,0.1722053046411158
433,重庆市,2022年,28576.1,4892.77,2103.42,0.17121895570074294
434,重庆市,2023年,30145.8,5304.56,2440.77,0.17596348413377652
