row_id,region,year,ols,fe,re,dgmm,sgmm,sfa1,sfa2,sfa3,sfa3d,tfe,field_013
215,天津市,2000,0.99325,0.871567,0.709141,1.117486,1.182951,1.029514,0.969273,0.957682,0.84611,1.088523,0.788343
216,天津市,2001,0.925,1.08275,0.807738,0.936775,1.082518,0.723424,1.099659,0.675574,0.807137,0.891756,0.970852
217,天津市,2002,0.69318,0.681308,0.737525,0.63702,0.662779,0.552598,0.656048,0.765176,0.656513,0.721845,0.543475
218,天津市,2003,0.69761,0.710912,0.700009,0.731373,0.621618,0.785731,0.652509,0.679639,0.79323,0.518826,0.643984
219,天津市,2004,0.71104,0.790522,0.612271,0.595789,0.66806,0.532094,0.791944,0.760595,0.576804,0.766745,0.742783
220,天津市,2005,0.6002,0.550545,0.516268,0.495357,0.67265,0.685939,0.46767,0.627677,0.54497,0.676461,0.611064
221,天津市,2006,0.73962,0.850025,0.720592,0.68796,0.61513,0.752329,0.761411,0.604118,0.524417,0.867798,0.616085
222,天津市,2007,0.62833,0.689193,0.714798,0.658122,0.443132,0.625575,0.678587,0.547284,0.735344,0.675464,0.483006
223,天津市,2008,0.65768,0.6376,0.605532,0.612187,0.482605,0.742973,0.766097,0.601263,0.486321,0.499534,0.511733
224,天津市,2009,0.64414,0.7455,0.496547,0.714884,0.502434,0.663005,0.555666,0.57003,0.540767,0.690844,0.58853
225,天津市,2010,0.66267,0.532513,0.507305,0.786095,0.643264,0.52904,0.552472,0.47445,0.632887,0.721194,0.772915
226,天津市,2011,0.51177,0.611253,0.393994,0.476707,0.437674,0.594098,0.451835,0.365253,0.517603,0.590398,0.520438
227,天津市,2012,0.55922,0.560757,0.447666,0.453303,0.613799,0.630956,0.475459,0.503213,0.661813,0.607927,0.489216
228,天津市,2013,0.48606,0.412476,0.396018,0.370928,0.575778,0.527089,0.369494,0.403348,0.516712,0.451108,0.53824
229,天津市,2014,0.51294,0.581921,0.602013,0.417385,0.43223,0.54165,0.54737,0.391938,0.521292,0.50774,0.429768
230,天津市,2015,0.52871,0.543661,0.493449,0.580168,0.565803,0.60349,0.602454,0.373589,0.601153,0.372125,0.468631
231,天津市,2016,0.4275,0.337447,0.318881,0.320843,0.446998,0.3073,0.367612,0.365632,0.387973,0.343778,0.431835
232,天津市,2017,0.52351,0.460462,0.536576,0.432658,0.595157,0.375627,0.521326,0.413147,0.524006,0.598251,0.419701
233,天津市,2018,0.45118,0.535172,0.317241,0.347006,0.474903,0.45917,0.476874,0.515036,0.384788,0.469651,0.429811
234,天津市,2019,0.43962,0.479594,0.429706,0.343682,0.50102,0.490641,0.477769,0.417327,0.496013,0.46917,0.424105
235,天津市,2020,0.39963,0.315648,0.386633,0.472053,0.448587,0.390306,0.328887,0.31809,0.373046,0.426132,0.284533
236,天津市,2021,0.45829,0.352157,0.392867,0.329302,0.53338,0.503219,0.486556,0.355686,0.37416,0.472798,0.510277
237,天津市,2022,0.38333,0.325937,0.364956,0.392728,0.272412,0.430981,0.431698,0.372968,0.447691,0.420842,0.405612
238,天津市,2023,0.30837,0.299717,0.337045,0.456154,0.011444,0.358743,0.37684,0.39025,0.521222,0.368886,0.300947
239,宁夏回族自治区,1990,0.7715,0.890249,0.641117,0.864821,0.654348,0.810245,0.840765,0.756363,0.676112,0.734522,0.681427
240,宁夏回族自治区,1991,0.84727,0.985667,0.99552,0.913521,0.961714,1.001307,0.633582,0.912022,0.856068,0.862659,0.898991
241,宁夏回族自治区,1992,0.50542,0.584692,0.580022,0.597464,0.468997,0.56215,0.419279,0.531941,0.574255,0.413234,0.550177
242,宁夏回族自治区,1993,0.41769,0.36277,0.448831,0.393554,0.451224,0.365414,0.377355,0.439441,0.332921,0.31476,0.427541
243,宁夏回族自治区,1994,0.4975,0.562891,0.379015,0.570304,0.493231,0.579692,0.537643,0.438914,0.458232,0.469172,0.365876
244,宁夏回族自治区,1995,0.34133,0.388485,0.338971,0.26582,0.380777,0.301469,0.361967,0.384167,0.26653,0.335257,0.245828
245,宁夏回族自治区,1996,0.35031,0.419756,0.339839,0.37315,0.372947,0.296193,0.383001,0.358524,0.353291,0.285586,0.273601
246,宁夏回族自治区,1997,0.29441,0.321027,0.272078,0.262986,0.221492,0.333642,0.290555,0.308405,0.245116,0.324504,0.347939
247,宁夏回族自治区,1998,0.32028,0.269245,0.253423,0.345782,0.251345,0.37608,0.319372,0.379164,0.249788,0.380827,0.280865
248,宁夏回族自治区,1999,0.40947,0.380414,0.318788,0.383161,0.324709,0.415534,0.344187,0.426009,0.419826,0.473311,0.457534
249,宁夏回族自治区,2000,0.47,0.355964,0.35681,0.448164,0.471518,0.484124,0.455369,0.470127,0.431695,0.512554,0.34467
250,宁夏回族自治区,2001,0.42286,0.352117,0.499631,0.356815,0.317354,0.478044,0.377692,0.358367,0.391718,0.465642,0.419115
251,宁夏回族自治区,2002,0.2775,0.219064,0.262715,0.311821,0.321703,0.321745,0.233003,0.203158,0.282154,0.235559,0.204953
252,宁夏回族自治区,2003,0.27478,0.224492,0.214867,0.31056,0.193156,0.292446,0.196929,0.2867,0.251682,0.261349,0.322227
253,宁夏回族自治区,2004,0.40583,0.433093,0.32577,0.465316,0.320101,0.462986,0.42216,0.482471,0.308819,0.286741,0.425585
254,宁夏回族自治区,2005,0.203,0.157163,0.169361,0.169556,0.239619,0.237285,0.228625,0.220663,0.146065,0.24225,0.168275
255,宁夏回族自治区,2006,0.32115,0.328968,0.362718,0.297189,0.338361,0.301374,0.372298,0.368858,0.279003,0.382237,0.274179
256,宁夏回族自治区,2007,0.24019,0.247816,0.168298,0.180408,0.27488,0.247439,0.22905,0.221117,0.193673,0.287638,0.173596
257,宁夏回族自治区,2008,0.2825,0.20629,0.308479,0.225791,0.270482,0.313578,0.2398,0.240775,0.284831,0.237811,0.318092
258,宁夏回族自治区,2009,0.17586,0.15896,0.156779,0.135774,0.183463,0.202822,0.150068,0.136974,0.155339,0.191602,0.206254
259,宁夏回族自治区,2010,0.28533,0.286494,0.246727,0.219375,0.237782,0.203828,0.337943,0.300253,0.213403,0.238222,0.301754
260,宁夏回族自治区,2011,0.17339,0.138356,0.125626,0.194405,0.195801,0.134866,0.181436,0.196793,0.170171,0.152293,0.18745
261,宁夏回族自治区,2012,0.23484,0.189296,0.232958,0.183021,0.278748,0.210824,0.215007,0.208412,0.241918,0.236608,0.175663
262,宁夏回族自治区,2013,0.21803,0.170598,0.156236,0.208009,0.211332,0.241954,0.207894,0.211659,0.219181,0.174976,0.163394
263,宁夏回族自治区,2014,0.17662,0.160452,0.131254,0.176196,0.160798,0.186028,0.145904,0.14542,0.195756,0.168852,0.147842
264,宁夏回族自治区,2015,0.20971,0.188334,0.248962,0.21399,0.170772,0.17578,0.147548,0.224107,0.152854,0.168629,0.244074
265,宁夏回族自治区,2016,0.16292,0.177161,0.134196,0.177329,0.125057,0.154089,0.160068,0.145084,0.156987,0.192493,0.147621
266,宁夏回族自治区,2017,0.23473,0.171961,0.250964,0.269212,0.254633,0.232005,0.170883,0.228604,0.2438,0.241932,0.254079
267,宁夏回族自治区,2018,0.24329,0.231025,0.249906,0.181827,0.256485,0.219126,0.213523,0.258285,0.230621,0.217532,0.205375
268,宁夏回族自治区,2019,0.22141,0.225094,0.167494,0.230815,0.215554,0.183604,0.23128,0.201031,0.203447,0.234026,0.191863
269,宁夏回族自治区,2020,0.18325,0.168526,0.192328,0.172651,0.14968,0.183431,0.132459,0.219816,0.185035,0.173519,0.182068
270,宁夏回族自治区,2021,0.1472,0.123211,0.123681,0.124287,0.114739,0.149178,0.162583,0.128523,0.144497,0.117544,0.1258
271,宁夏回族自治区,2022,0.16595,0.19651,0.147473,0.154911,0.181251,0.138178,0.17684,0.173012,0.164095,0.159334,0.119734
272,宁夏回族自治区,2023,0.1847,0.269809,0.171265,0.185535,0.247763,0.127178,0.191097,0.217501,0.183693,0.201124,0.113668
273,安徽省,1990,1.5,1.36377,1.709265,1.43937,1.05561,1.559595,1.590165,1.108995,1.70331,1.686885,1.34673
274,安徽省,1991,1.60046,1.784315,1.48295,1.692593,1.643299,1.305491,1.828584,1.768215,1.30237,1.353233,1.336828
275,安徽省,1992,1.55292,1.706454,1.747078,1.502898,1.100941,1.333241,1.509389,1.102354,1.425749,1.791367,1.7841
276,安徽省,1993,1.20346,0.901273,0.929939,1.08752,1.137958,1.294829,1.36907,1.288583,0.921756,1.02843,1.113732
277,安徽省,1994,1.41536,1.246547,1.063259,1.461271,1.494235,1.667305,1.059536,1.238706,1.206776,1.054625,1.027011
278,安徽省,1995,1.22967,1.117079,1.384482,1.261491,1.308944,0.902133,1.389708,1.39716,1.13754,1.097884,0.897706
279,安徽省,1996,1.01719,0.962982,0.718623,0.958028,0.888758,0.741622,1.034562,0.994718,0.843005,0.745873,0.716589
280,安徽省,1997,1.15,0.931351,0.884465,0.924807,1.135453,1.15015,1.139236,1.156521,1.228396,1.052883,1.151116
281,安徽省,1998,0.83333,0.982958,0.683358,0.830275,0.909708,0.955366,0.60355,0.668266,0.917391,0.834875,0.803975
282,安徽省,1999,0.87026,0.629609,0.744153,0.647737,0.646301,0.722022,0.681651,0.830422,0.908528,0.907919,0.744876
283,安徽省,2000,0.97725,0.805518,1.130903,0.99574,0.725931,1.144555,0.865238,0.980055,1.004418,0.750489,1.023992
284,安徽省,2001,0.94119,0.824868,1.009135,1.080128,1.025718,0.773536,0.880747,1.1222,0.852022,0.908004,1.110585
285,安徽省,2002,0.73068,0.86219,0.665827,0.605436,0.521225,0.761583,0.574097,0.689486,0.70483,0.569362,0.585159
286,安徽省,2003,0.66478,0.579039,0.679634,0.655749,0.546146,0.724554,0.48569,0.706718,0.713006,0.647499,0.680525
287,安徽省,2004,0.63688,0.597561,0.609999,0.667795,0.490241,0.74208,0.702562,0.649638,0.761938,0.734291,0.507507
288,安徽省,2005,0.733,0.612502,0.704977,0.696475,0.681302,0.716405,0.73204,0.562482,0.624677,0.85533,0.716002
289,安徽省,2006,0.59923,0.532752,0.69168,0.632386,0.493023,0.640566,0.639044,0.508142,0.702706,0.648506,0.453822
290,安徽省,2007,0.63648,0.745548,0.455803,0.663194,0.684402,0.594683,0.4598,0.745421,0.610659,0.493266,0.55948
291,安徽省,2008,0.59911,0.522158,0.577845,0.604517,0.440757,0.635473,0.580601,0.702243,0.659108,0.560536,0.577168
292,安徽省,2009,0.60052,0.669108,0.627432,0.457924,0.578538,0.474234,0.678008,0.513532,0.479159,0.656455,0.482714
293,安徽省,2010,0.5385,0.483175,0.624132,0.602727,0.484429,0.428226,0.575156,0.554316,0.41486,0.404467,0.421129
294,安徽省,2011,0.55161,0.491647,0.478877,0.47324,0.632011,0.542258,0.606923,0.515951,0.538115,0.499508,0.637267
295,安徽省,2012,0.55453,0.448438,0.650581,0.410797,0.614842,0.531668,0.634023,0.473653,0.452181,0.541644,0.60323
296,安徽省,2013,0.57591,0.536574,0.477112,0.454041,0.452296,0.633419,0.585815,0.577619,0.612675,0.680172,0.626946
297,安徽省,2014,0.46427,0.455992,0.534151,0.353139,0.450003,0.531212,0.365363,0.478792,0.543626,0.338528,0.343333
298,安徽省,2015,0.54886,0.647821,0.657536,0.644386,0.420858,0.413212,0.468016,0.469388,0.518247,0.601234,0.466682
299,安徽省,2016,0.47847,0.52209,0.506903,0.438309,0.565999,0.548884,0.554267,0.481845,0.454367,0.57063,0.516348
300,安徽省,2017,0.4496,0.366312,0.376005,0.487509,0.477794,0.459796,0.428518,0.39844,0.410665,0.53785,0.385618
301,安徽省,2018,0.51816,0.429491,0.49611,0.455026,0.458896,0.507702,0.588855,0.392069,0.537211,0.578161,0.440756
302,安徽省,2019,0.40256,0.408365,0.287684,0.481873,0.360681,0.406835,0.312366,0.334901,0.448505,0.477473,0.315574
303,安徽省,2020,0.43213,0.333492,0.460736,0.45597,0.369108,0.441118,0.396103,0.367155,0.385875,0.41554,0.3995
304,安徽省,2021,0.45244,0.517758,0.463153,0.341768,0.34332,0.408987,0.383008,0.520748,0.424148,0.403752,0.435341
305,安徽省,2022,0.39786,0.375199,0.45452,0.370894,0.280589,0.370679,0.460523,0.424883,0.454066,0.350409,0.2881
306,安徽省,2023,0.34328,0.23264,0.445887,0.40002,0.217858,0.332371,0.538038,0.329018,0.483984,0.297066,0.140859
307,山东省,1990,2.552,2.046372,2.121911,2.925128,2.113133,2.4342,2.18219,2.53309,2.360906,2.356313,2.290981
308,山东省,1991,2.625,2.212586,3.050303,3.049016,2.739923,2.268551,2.524961,2.018205,2.834554,3.08658,2.931889
309,山东省,1992,2.49042,2.962999,1.988598,2.307073,1.857353,2.180111,1.75938,2.218737,2.871003,2.663127,2.270787
310,山东省,1993,2.155,2.175128,1.579529,2.176054,1.584852,2.202216,2.555119,2.113581,1.729129,1.580585,2.434331
311,山东省,1994,1.82357,1.901875,1.556126,1.74379,1.821711,2.004761,1.330459,1.985413,2.11899,1.286037,2.060891
312,山东省,1995,1.88133,1.940369,1.476583,2.158604,1.773627,1.488379,1.524726,2.120206,1.939955,1.447912,1.576519
313,山东省,1996,1.60125,1.430156,1.335635,1.172019,1.914951,1.587687,1.165966,1.398308,1.231986,1.630329,1.1484
314,山东省,1997,1.50147,1.540885,1.539939,1.304538,1.576184,1.373396,1.76573,1.635147,1.608571,1.286731,1.269494
315,山东省,1998,1.52333,1.547417,1.21041,1.348729,1.155037,1.187986,1.618831,1.669847,1.176668,1.162547,1.165898
316,山东省,1999,1.36053,1.35454,1.177304,1.27484,0.99464,1.066761,1.094829,1.534047,1.10204,1.36439,1.372349
317,山东省,2000,1.34225,1.317955,1.361659,1.391511,1.105746,1.13,0.986916,1.598177,1.298694,1.451455,1.298519
318,山东省,2001,1.28929,1.085643,1.035748,1.46138,1.084612,1.304577,1.508284,0.969027,1.296699,0.902745,1.00777
319,山东省,2002,1.31341,1.321762,0.997429,1.142521,1.292657,1.301286,1.441598,1.234421,1.534942,1.208901,1.009723
320,山东省,2003,1.08913,1.101905,1.256693,0.767172,0.838739,1.231904,0.785992,1.078206,1.038529,0.827608,0.915381
321,山东省,2004,1.11,1.200287,1.171183,0.934676,0.821456,1.224363,0.88215,0.937784,1.002108,1.161371,0.894238
322,山东省,2005,1.053,0.784548,0.886247,1.242456,0.993516,0.843895,1.156963,0.821572,0.777767,1.137956,0.92048
323,山东省,2006,1.01096,1.172868,0.969644,1.185272,0.875705,0.968562,1.019141,0.884774,1.155883,0.847702,0.945927
324,山东省,2007,1.01852,0.927036,1.187675,0.825887,1.095101,0.74689,1.054575,1.158952,1.184762,0.935581,1.187909
325,山东省,2008,0.95821,1.012219,1.127559,0.974714,0.967375,0.943055,1.082006,0.784729,0.802131,1.109066,1.067259
326,山东省,2009,0.9869,0.757226,0.83908,1.004849,0.822865,0.883668,0.698763,0.903563,1.108414,0.958129,1.083554
327,山东省,2010,0.87183,0.92988,0.916619,0.793743,0.870612,0.684659,0.729367,0.832827,0.935302,1.009992,0.872591
328,山东省,2011,0.87484,0.743762,0.994508,0.948842,0.660433,0.893237,0.961973,0.797529,0.728522,0.716283,0.69848
329,山东省,2012,0.91766,0.737704,1.065885,0.985333,0.810198,0.984828,0.993298,0.880252,0.917794,0.720571,0.984149
330,山东省,2013,0.83955,0.75978,0.608872,0.654509,0.99701,0.953899,0.843869,0.804637,0.72938,0.965938,0.763692
331,山东省,2014,0.78765,0.678408,0.908622,0.698895,0.821752,0.773548,0.611789,0.827628,0.655086,0.852084,0.71397
332,山东省,2015,0.786,0.697811,0.88135,0.801854,0.786134,0.694549,0.865724,0.930797,0.809171,0.706339,0.637572
333,山东省,2016,0.82167,0.781011,0.63353,0.918164,0.733839,0.608954,0.678179,0.854,0.975417,0.594854,0.87501
334,山东省,2017,0.76851,0.913855,0.542294,0.57554,0.650778,0.57292,0.770328,0.623872,0.743445,0.738972,0.630443
335,山东省,2018,0.70934,0.516876,0.511074,0.523246,0.735417,0.651254,0.620908,0.710832,0.780191,0.652091,0.506754
336,山东省,2019,0.67692,0.484704,0.556275,0.539034,0.662863,0.609671,0.47828,0.687645,0.756536,0.714553,0.771604
337,山东省,2020,0.67688,0.800452,0.806118,0.577476,0.721488,0.686162,0.745937,0.653645,0.705825,0.486091,0.645218
338,山东省,2021,0.70451,0.574156,0.78031,0.79898,0.556121,0.838313,0.635829,0.736673,0.691232,0.836538,0.780148
339,山东省,2022,0.65905,0.764944,0.578974,0.76526,0.67043,0.586289,0.752679,0.772042,0.527693,0.580153,0.557772
340,山东省,2023,0.61359,0.955732,0.377638,0.73154,0.784739,0.334265,0.869529,0.807411,0.364154,0.323768,0.335396
341,山西省,1990,1.862,2.068794,2.107505,2.18137,1.600873,1.636772,1.899799,2.153422,2.171855,1.801727,2.012803
342,山西省,1991,1.81318,1.332072,1.84426,1.507625,1.444163,1.587858,1.802956,1.830135,1.34937,1.756049,2.118739
343,山西省,1992,1.43375,1.369303,1.339897,1.433306,1.344843,1.65525,1.477823,1.320183,1.578229,1.184263,1.608366
344,山西省,1993,1.23154,1.32745,1.304408,1.365788,0.881757,1.010083,1.026893,1.120527,0.962693,1.354643,1.307031
345,山西省,1994,1.35607,1.499815,1.249769,1.264753,1.068042,1.603052,1.129078,1.387993,1.09938,1.348165,1.282409
346,山西省,1995,1.11033,1.330146,1.058847,0.77891,0.814585,1.103671,1.172767,1.313502,0.932991,0.9992,0.820392
347,山西省,1996,1.07688,1.127251,1.101988,1.275418,0.833512,1.145989,1.163973,1.254236,1.133896,0.883662,0.851604
348,山西省,1997,1.02529,1.035701,1.222499,0.777316,1.193022,0.936339,0.940092,0.80058,0.783314,0.761537,0.722822
349,山西省,1998,0.84639,0.962158,0.634639,0.81393,0.848158,0.811171,0.735842,0.649451,0.879026,0.861379,0.867473
350,山西省,1999,1.03263,0.959202,0.732012,1.008303,0.744424,0.839447,0.783964,0.932405,0.748545,1.229307,0.925558
351,山西省,2000,0.913,0.794347,0.807275,0.741301,1.027317,1.042482,1.00399,1.024861,0.79704,0.823626,1.003086
352,山西省,2001,0.72643,0.71477,0.704854,0.605297,0.819557,0.550582,0.798789,0.604186,0.662474,0.550401,0.645163
353,山西省,2002,0.90818,0.82195,0.787185,0.800817,0.981581,0.898592,0.915529,0.898219,0.987802,1.076305,1.004631
354,山西省,2003,0.73913,0.741621,0.755228,0.713741,0.739766,0.587032,0.656998,0.557311,0.771984,0.587978,0.583026
355,山西省,2004,0.70292,0.833737,0.596228,0.628316,0.530688,0.818076,0.677106,0.716821,0.649404,0.573306,0.521431
356,山西省,2005,0.7136,0.706186,0.523675,0.623615,0.550657,0.796849,0.642882,0.741373,0.582126,0.669835,0.5647
357,山西省,2006,0.57789,0.481476,0.476258,0.671248,0.531943,0.536705,0.635067,0.601422,0.564923,0.447699,0.667469
358,山西省,2007,0.6287,0.488333,0.502548,0.466712,0.462569,0.729787,0.63772,0.619795,0.653343,0.470321,0.521391
359,山西省,2008,0.71107,0.553284,0.529357,0.712202,0.846352,0.632597,0.600876,0.527394,0.564128,0.501867,0.585475
360,山西省,2009,0.65121,0.656176,0.623361,0.509107,0.461595,0.77971,0.763338,0.644565,0.489356,0.694962,0.599495
361,山西省,2010,0.55,0.63255,0.571659,0.520597,0.562309,0.650205,0.617557,0.523908,0.391809,0.490485,0.470168
362,山西省,2011,0.56387,0.51531,0.398115,0.539692,0.545145,0.669501,0.595064,0.65687,0.545771,0.654728,0.474881
363,山西省,2012,0.58453,0.608,0.443548,0.42406,0.687794,0.420938,0.655043,0.472161,0.492695,0.420319,0.598548
364,山西省,2013,0.46955,0.447866,0.493928,0.331593,0.529323,0.445598,0.471062,0.46215,0.423112,0.455614,0.418468
365,山西省,2014,0.52824,0.478269,0.474366,0.549047,0.437241,0.417665,0.4591,0.560484,0.544584,0.425166,0.548382
366,山西省,2015,0.52786,0.59888,0.471915,0.535785,0.473593,0.508659,0.456712,0.577333,0.569083,0.452754,0.518356
367,山西省,2016,0.55278,0.655578,0.409929,0.491624,0.388332,0.530717,0.493913,0.527052,0.405457,0.626508,0.646966
368,山西省,2017,0.50919,0.468581,0.540188,0.579157,0.555342,0.460088,0.609779,0.542948,0.460709,0.550092,0.610044
369,山西省,2018,0.40329,0.306609,0.36123,0.421623,0.304907,0.371469,0.402353,0.439206,0.370171,0.366602,0.441359
370,山西省,2019,0.45487,0.35435,0.324633,0.465252,0.488041,0.414407,0.453503,0.493759,0.470483,0.381478,0.486627
371,山西省,2020,0.461,0.496645,0.408206,0.366578,0.393284,0.459566,0.534977,0.547912,0.506353,0.470054,0.514665
372,山西省,2021,0.38585,0.457218,0.391985,0.353855,0.429834,0.41891,0.455574,0.338699,0.307387,0.432589,0.338676
373,山西省,2022,0.36702,0.280755,0.291263,0.278355,0.296548,0.277555,0.412124,0.259266,0.344294,0.410469,0.310245
374,山西省,2023,0.34819,0.104292,0.190541,0.202855,0.163262,0.1362,0.368674,0.179833,0.381201,0.388349,0.281814
375,广东省,1990,3.659,2.952923,3.105247,3.296174,3.943524,3.000709,3.497565,3.15168,3.85289,4.05988,3.812239
376,广东省,1991,3.60318,4.201743,3.635394,2.610541,3.752894,4.034123,3.213894,2.890328,4.31654,3.586715,2.64751
377,广东省,1992,3.11875,3.65293,3.219205,2.255293,3.573121,2.976691,2.305006,2.689329,3.725565,2.54883,2.425046
378,广东省,1993,2.88923,3.149695,2.02798,3.417902,2.856323,2.383096,3.181043,3.057269,2.292663,2.504097,3.367052
379,广东省,1994,2.56786,2.042628,2.810442,2.821946,2.965541,2.827159,2.427934,2.307682,1.848215,2.040316,3.076241
380,广东省,1995,2.437,1.776256,2.010354,2.206509,2.365523,2.002824,2.790048,2.740333,1.928422,2.92362,2.749521
381,广东省,1996,2.49688,2.810532,2.149085,2.635601,2.448436,2.359447,1.931982,1.953505,2.342568,2.12524,2.904814
382,广东省,1997,2.14471,2.141017,2.457254,1.551845,2.409041,1.905443,1.784846,2.455581,2.120664,1.859503,1.512382
383,广东省,1998,2.16083,1.83781,1.637566,2.031594,1.62043,2.124855,2.226522,2.513092,2.16738,2.176175,2.555747
384,广东省,1999,1.92816,1.592215,1.696702,1.84328,1.920156,1.950717,2.211829,1.723908,1.462296,2.110755,1.45441
385,广东省,2000,1.82425,1.4895,2.173922,2.005234,1.41228,1.361109,1.431307,1.911796,1.385974,1.984675,2.134354
386,广东省,2001,1.82476,1.49459,1.766242,1.630753,2.039153,1.722393,1.759034,1.61559,1.654639,1.514115,2.053478
387,广东省,2002,1.72591,1.385732,1.715191,1.814983,1.275965,1.37303,1.819005,1.600608,1.56968,1.533677,1.968831
388,广东省,2003,1.60326,1.217308,1.439231,1.279082,1.414429,1.124431,1.569176,1.629506,1.184104,1.44146,1.338659
389,广东省,2004,1.49021,1.394298,1.732277,1.144867,1.753334,1.333125,1.24571,1.60175,1.283978,1.110384,1.201972
390,广东省,2005,1.5574,1.747122,1.215738,1.610959,1.422685,1.228539,1.366603,1.11759,1.821784,1.434677,1.848291
391,广东省,2006,1.51981,1.794301,1.723629,1.392722,1.493637,1.787537,1.266775,1.53683,1.534049,1.618124,1.311822
392,广东省,2007,1.48093,1.091531,1.579881,1.655512,1.109332,1.685131,1.525058,1.637578,1.212923,1.230798,1.2042
393,广东省,2008,1.40536,1.684826,1.356746,1.137904,1.489383,1.108995,1.681931,1.280421,1.14233,1.162413,1.378346
394,广东省,2009,1.28466,1.081281,1.315512,1.378422,1.432917,1.241247,1.460036,1.470622,0.996918,1.000592,1.39281
395,广东省,2010,1.30867,1.355504,1.350217,1.144848,0.968505,1.525487,1.525866,1.364089,0.960732,0.992833,1.127482
396,广东省,2011,1.15484,1.102686,1.337742,0.890196,1.169517,1.275912,1.263128,1.054668,1.23204,1.267517,0.919159
397,广东省,2012,1.13734,0.799746,0.846377,1.320627,0.879212,1.207439,0.989569,1.237965,0.905508,1.299518,0.840998
398,广东省,2013,1.20924,1.227526,1.41884,1.022342,1.425019,1.432698,1.310734,1.074085,1.005098,1.312136,1.418405
399,广东省,2014,1.03662,1.042931,1.058708,1.022955,1.008204,0.943105,0.924684,1.157332,1.207256,1.100888,0.924674
400,广东省,2015,1.13686,0.983256,0.940965,1.183798,0.841274,1.059949,0.830224,1.263594,0.986508,0.878029,1.330941
401,广东省,2016,0.99236,0.870866,0.943467,0.819373,1.073883,1.066669,1.183956,0.763652,0.805748,0.944906,0.744102
402,广东省,2017,0.9777,1.12255,1.009302,1.102722,1.015433,0.824712,1.057259,0.763136,0.808648,0.798089,1.066918
403,广东省,2018,0.95026,0.876019,0.853479,0.952838,0.984834,0.668786,0.770872,0.725877,1.067706,0.773239,1.077874
404,广东省,2019,1.00051,1.044856,0.814898,0.70258,1.162526,1.137673,0.794637,0.773777,0.767133,0.783962,1.157574
405,广东省,2020,0.92325,0.815045,0.785446,0.828091,0.852372,0.820077,1.073943,0.883301,0.81871,0.934061,0.935141
406,广东省,2021,0.86354,0.743428,0.947956,0.643784,0.701313,0.951747,0.972446,0.610288,0.809031,0.799178,0.955322
407,广东省,2022,0.89631,0.675325,0.88153,0.717962,0.689513,0.650927,0.74573,1.067586,0.628708,0.747845,0.979084
408,广东省,2023,0.92908,0.607222,0.815104,0.79214,0.677713,0.350107,0.519014,1.524884,0.448385,0.696512,1.002846
409,广西壮族自治区,1990,2.642,2.158461,2.741709,2.756214,2.814549,2.376505,2.220997,2.30171,2.268104,2.612568,2.599358
410,广西壮族自治区,1991,2.63136,3.071933,2.277235,1.935105,2.610787,1.959814,2.39162,2.319047,2.322494,2.07962,2.435801
411,广西壮族自治区,1992,2.12625,1.57553,1.498794,2.384547,2.234497,2.221506,2.363369,2.092825,2.419332,1.622711,2.406617
412,广西壮族自治区,1993,2.24308,2.508276,2.080992,2.676866,2.263085,2.329458,2.277822,2.310257,2.529406,2.324142,2.36214
413,广西壮族自治区,1994,1.95429,1.469467,1.481134,1.378768,1.767359,1.734429,1.664465,2.035623,2.26236,2.09777,1.888094
414,广西壮族自治区,1995,1.99967,1.785683,2.292458,1.56394,2.112148,1.85925,1.700277,2.393741,1.98221,2.28094,1.529025
415,广西壮族自治区,1996,1.66344,1.329453,1.321086,1.654788,1.3738,1.426581,1.582229,1.862901,1.855948,1.831728,1.346836
416,广西壮族自治区,1997,1.49735,1.451519,1.067208,1.485763,1.320546,1.63198,1.677979,1.636517,1.555181,1.270983,1.786941
417,广西壮族自治区,1998,1.6375,1.960612,1.473308,1.566891,1.751683,1.487112,1.707307,1.323215,1.595678,1.633865,1.419647
418,广西壮族自治区,1999,1.47053,1.154231,1.626196,1.193626,1.553699,1.519686,1.700075,1.269976,1.133893,1.098659,1.344855
419,广西壮族自治区,2000,1.33225,0.974448,0.936705,1.507041,1.314225,1.574413,1.048348,1.048521,1.460173,1.357096,1.091033
420,广西壮族自治区,2001,1.38119,1.514848,1.386508,1.161125,1.310307,1.272242,1.166291,1.476119,1.64903,1.608534,1.176857
421,广西壮族自治区,2002,1.21705,1.044529,1.058975,1.459992,1.144181,1.41389,1.418941,1.121191,1.222132,1.31066,1.124659
422,广西壮族自治区,2003,1.13652,1.178232,0.864189,1.01313,1.058682,0.796747,0.849539,1.132771,0.815739,0.960429,0.811806
423,广西壮族自治区,2004,1.18167,1.155647,0.899568,1.38183,1.182754,0.932312,1.276023,0.82725,0.917895,0.853707,1.11417
424,广西壮族自治区,2005,1.0916,0.805426,0.925895,0.998879,1.072202,1.247022,1.298993,1.252818,0.801125,1.236248,0.783998
425,广西壮族自治区,2006,1.08577,0.912274,1.182945,1.190578,1.094162,1.144531,1.209764,0.975998,0.838279,1.12528,1.272521
426,广西壮族自治区,2007,1.04296,0.738355,0.752383,0.960913,1.144464,1.163988,1.159577,1.069058,0.794081,1.049482,0.936602
427,广西壮族自治区,2008,0.93036,1.075874,0.738499,0.970781,0.707164,0.937632,0.850942,0.896864,0.956146,0.840847,0.837321
