row_id,year,province,province_2,id,field_005,income,income_2,social_consumption,gdp,population,population_2,population_3,primary_industry,primary_industry_2,tertiary_industry,tertiary_industry_2,secondary_industry,secondary_industry_2,field_019,income_3,income_4,field_022,field_023,field_024,tax_burden,field_026,field_027,social_consumption_2,industrial_structure,urbanization_rate,industrial_structure_2,industrial_structure_3,income_5,population_density,field_035,field_036
193,2006,220000,吉林省,吉林,718.36,245.2045,245.2045,1697.6,3226.47,2723.0,1442.37,1280.63,640.2,15.7,1489.08,39.5,1097.19,44.8,11864.0,3682.0,9488.0,18.74,5071.8,3921.6,0.0759977622603031,0.222645801758578,11864.0,0.526147771403422,1.35717605884122,0.529698861549761,1.35717605884122,2.238,2.57686040195546,145.304162219851,1.21544598276135,2.78738063580321
194,2006,230000,黑龙江省,黑龙江,968.53,386.844,386.844,2029.0,5329.75,3823.01,2045.31,1777.7,731.84,13.7,1599.9,30.0,2998.0,56.3,13946.75,3486.0,9583.0,47.07,7032.7,4028.1,0.0725820160420282,0.18172146911206,13946.75,0.380693278296355,0.533655770513676,0.534999908449102,0.533655770513676,2.163,2.74899598393574,81.2196728277034,0.755776537361039,2.0752943383836
195,2006,310000,上海市,上海,1795.57,1576.0742,1576.0742,3375.2,10598.86,1964.11,1742.0,222.0,91.55,0.9,5578.2,52.6,4929.2,46.5,54996.0,9015.0,21001.0,0.63,26454.88,18603.92,0.148702237787838,0.169411615966245,54996.0,0.318449342665155,1.13166436744299,0.886915702277367,1.13166436744299,2.517,2.32956184137549,3117.63492063492,1.75527556737234,4.25128740260745
196,2006,320000,江苏省,江苏,2013.25,1656.682,1656.682,6706.2,21240.79,7655.66,3973.29,3682.0,1468.3,6.91,7781.4,36.63,11991.1,56.45,27868.0,5791.0,13799.0,10.72,26722.83,19383.65,0.0779953099672846,0.0947822562155174,27868.0,0.315722720294302,0.648931290707275,0.519000321330885,0.648931290707275,2.297,2.38283543429459,714.147388059701,0.912567282102031,2.17065749437756
197,2006,330000,浙江省,浙江,1471.86,1298.2044,1298.2044,5358.0,15302.68,5071.8,2866.0,2206.0,913.16,6.0,6093.87,39.8,8295.66,54.2,30415.0,7763.0,18007.0,10.56,25005.92,20757.83,0.0848351007797327,0.096183152232158,30415.0,0.350134747638976,0.734585313284296,0.565085374028944,0.734585313284296,2.338,2.31959294087337,480.284090909091,1.35648330880604,2.99057093267323
198,2006,340000,安徽省,安徽,940.23,428.0265,428.0265,2056.5,6500.31,6110.0,2266.81,3843.19,1011.03,15.6,2836.11,43.6,2653.16,40.8,10630.0,3152.0,9677.0,14.01,7177.91,5205.23,0.0658470903695362,0.144643870830776,10630.0,0.31636952699179,1.06895550965641,0.371,1.06895550965641,2.28,3.07011421319797,436.117059243398,0.800766424985885,1.9050076073295
199,2006,350000,福建省,福建,728.7,541.1707,541.1707,2717.6,7468.57,3584.52,1807.0,1778.0,828.83,11.1,3010.06,40.3,3629.68,48.6,20914.51,4900.0,12932.0,12.4,9260.17,6784.02,0.0724597479838845,0.0975688786474519,20914.51,0.36387153096242,0.829290736373454,0.504112126588776,0.829290736373454,2.292,2.63918367346939,289.074193548387,0.908342560891844,2.14822784013539
200,2006,360000,江西省,江西,696.44,305.5214,305.5214,1448.2,4696.8,4339.13,1678.37,2660.75,775.11,16.5,1584.1,33.73,2337.59,49.77,10859.0,3541.0,9625.0,16.69,5275.4,3501.2,0.0650488417646057,0.148279679781979,10859.0,0.308337591551695,0.677663747705971,0.386798736152178,0.677663747705971,2.1723,2.71815871222818,259.983822648292,0.745443706353262,1.86863396354965
201,2006,370000,山东省,山东,1833.44,1356.2526,1356.2526,7217.1,18967.8,9308.91,4291.45,5017.55,2098.26,11.1,6301.05,33.2,10568.49,55.7,20442.84,4387.0,11780.0,15.81,20006.6,16221.8,0.0715028943788948,0.0966606564809836,20442.84,0.38049220257489,0.596211000814686,0.461004564444172,0.596211000814686,2.221,2.68520629131525,588.798861480076,0.855228334335031,1.90999483334915
202,2006,410000,河南省,河南,1440.09,679.1715,679.1715,3932.6,11977.87,9392.0,3049.58,6342.42,1869.82,15.61,3791.86,31.66,6316.19,52.73,12761.42,3389.0,9611.0,16.7,11606.6,8663.6,0.0567021932948012,0.120229222724909,12761.42,0.32832214742688,0.600339761786773,0.324699744463373,0.600339761786773,2.1605,2.83593980525229,562.395209580838,0.723300553437297,1.69230422437378
203,2006,420000,湖北省,湖北,1047.0,476.0823,476.0823,3461.1,7531.8,5693.0,2493.53,3199.47,1125.52,15.0,3135.48,41.6,3270.8,43.4,13210.21,3631.0,9733.0,18.59,9711.2,6430.44,0.0632096311638652,0.139010595076874,13210.21,0.459531586075042,0.958627858627859,0.437999297382751,0.958627858627859,2.266,2.68052877995043,306.239913932222,0.853772006691627,2.14313178788603
204,2006,430000,湖南省,湖南,1064.52,477.9274,477.9274,2869.4,7431.55,6342.0,2454.99,3887.01,1244.63,16.7,3156.2,42.5,3030.72,40.8,11732.79,3567.0,10791.0,21.18,7719.43,5173.87,0.0643105946942428,0.143243334163129,11732.79,0.386110569127571,1.04140270298807,0.387100283822138,1.04140270298807,2.258,3.02523128679563,299.43342776204,0.696203349234009,1.73494089389158
205,2006,440000,广东省,广东,2553.34,2179.4608,2179.4608,9194.3,25961.24,9442.07,5948.5,3493.57,1494.69,5.72,11308.54,43.6,13158.01,50.7,27861.28,4901.0,14815.0,17.98,43262.2,25935.19,0.0839505663057697,0.0983520047578621,27861.28,0.354154886284322,0.859441511292361,0.629999565773183,0.859441511292361,2.3792,3.0228524790859,525.142936596218,0.998996581056991,2.66541159050954
206,2006,450000,广西壮族自治区,广西,729.52,342.5788,342.5788,1620.3,4417.77,4719.0,1634.66,3084.34,1024.31,23.2,1788.78,40.5,1604.68,36.3,9421.0,3038.0,9720.0,23.76,5029.47,3636.9,0.0775456395421219,0.165133087507951,9421.0,0.366768754371549,1.11472692374804,0.346399660945115,1.11472692374804,2.173,3.19947333772219,198.611111111111,0.823243401082447,1.96170692453432
207,2006,460000,海南省,海南,174.54,81.8139,81.8139,313.4,1027.45,835.88,385.4,450.6,310.71,30.2,425.12,41.4,291.62,28.4,12350.0,3376.0,9250.0,3.51,1560.3,1123.34,0.0796281084237676,0.169876879653511,12350.0,0.305027008613558,1.45778753171936,0.461070967124468,1.45778753171936,2.112,2.73992890995261,238.14245014245,1.09332814248869,2.61194218696774
208,2006,500000,重庆市,重庆,594.25,317.7165,317.7165,1431.5,3900.26,2808.0,1311.34,1496.66,379.68,9.7,1647.16,42.3,1873.42,48.0,13915.0,2911.0,10878.0,8.24,5587.5,4443.84,0.0814603385415331,0.1523616374293,13915.0,0.367026813597042,0.879226227968101,0.467001424501424,0.879226227968101,2.326,3.73686018550326,340.776699029126,1.1393701958331,2.57196699707199
209,2006,510000,四川省,四川,1347.4,607.585,607.585,3472.5,8494.68,8169.0,2801.97,5367.03,1613.99,19.0,3222.62,37.9,3658.07,43.1,10371.0,3126.0,9310.0,48.61,11802.14,7833.32,0.0715253546925841,0.158616922591551,10371.0,0.408785263247115,0.88096181866394,0.343000367242012,0.88096181866394,2.189,2.97824696097249,168.051841184941,0.922144212613071,2.3115008452349
210,2006,520000,贵州省,贵州,610.64,226.8157,226.8157,710.0,2264.09,3690.0,1013.27,2676.73,367.15,16.33,943.97,42.3,952.97,41.37,6103.0,2097.0,9086.0,17.62,3316.0,2708.5,0.100179630668392,0.269706592935793,6103.0,0.313591774178588,0.99055584121221,0.27459891598916,0.99055584121221,2.2597,4.33285646161183,209.421112372304,1.19628636670804,2.6608924556886
211,2006,530000,云南省,云南,893.58,379.9702,379.9702,1204.8,4090.66,4483.0,1367.32,3115.69,704.5,17.22,1711.97,41.85,1674.19,40.93,9158.0,2392.0,9840.0,38.32,6192.7,4855.3,0.0928872602465128,0.218443967477131,9158.0,0.294524599942308,1.02256613646002,0.305001115324559,1.02256613646002,2.2463,4.11371237458194,116.988517745303,1.18692338155701,2.70078667012169
212,2006,540000,西藏自治区,西藏,200.2,14.5607,14.5607,90.0,285.85,285.08,60.25,224.83,47.57,16.7,162.18,56.73,76.1,26.63,10111.6,2429.0,9053.0,122.84,545.74,204.14,0.0509382543291936,0.700367325520378,10111.6,0.314850446038132,2.1311432325887,0.211344184088677,2.1311432325887,2.4015,3.72704816797036,2.32074242917616,0.714150778380269,2.62333391638971
213,2006,610000,陕西省,陕西,824.18,362.4805,362.4805,1542.4,4595.64,3699.25,1447.0,2252.0,466.21,10.8,1858.41,35.3,2271.02,53.9,12439.14,2396.0,9125.0,20.56,7554.5,4535.6,0.0788748683534829,0.179339547919332,12439.14,0.335622459548616,0.81831511831688,0.39116037034534,0.81831511831688,2.245,3.80843071786311,179.924610894942,0.986935443159168,2.63077612693771
214,2006,620000,甘肃省,甘肃,528.59,141.2152,141.2152,729.5,2202.97,2546.79,791.8,1754.99,329.83,14.97,900.64,40.88,972.5,44.14,8652.86,2269.0,9215.0,42.59,3341.3,2131.3,0.0641021893171491,0.239944257071136,8652.86,0.33114386487333,0.926107969151671,0.310901173634261,0.926107969151671,2.2589,4.06126046716615,59.7978398685137,0.967466647298874,2.48419179562137
215,2006,630000,青海省,青海,214.66,42.2437,42.2437,182.6,585.15,547.7,215.02,332.68,65.84,11.2,291.25,49.8,228.06,39.0,10727.84,2427.0,9270.0,72.23,903.72,729.83,0.0721929419806887,0.366846107835598,10727.84,0.312056737588652,1.27707620801543,0.392587182764287,1.27707620801543,2.386,3.81953028430161,7.58272186072269,1.24725284115184,2.79167734768863
216,2006,640000,宁夏回族自治区,宁夏,193.21,61.357,61.357,202.5,683.28,603.73,259.36,344.37,76.8,11.2,284.6,41.7,321.9,47.1,11389.0,2938.0,9074.0,6.64,1140.31,993.85,0.0897977403114389,0.282768411193069,11389.0,0.2963645943098,0.88412550481516,0.429596011462077,0.88412550481516,2.305,3.08849557522124,90.9231927710843,1.45452815829528,3.12340475354174
217,2006,650000,新疆维吾尔自治区,新疆,678.47,219.4628,219.4628,733.2,2957.34,2050.0,777.77,1272.23,502.53,17.0,1045.1,35.3,1409.8,47.7,14567.0,2876.0,9239.0,163.15,4068.9,2481.2,0.0742095261282098,0.22941900491658,14567.0,0.247925500618799,0.741310824230387,0.3794,0.741310824230387,2.183,3.21244784422809,12.565124118909,0.838997206949488,2.21486200436879
218,2007,110000,北京市,北京,1649.5,1435.6708,1492.638,3835.2,10425.5,1676.0,1416.2,259.8,99.4,1.0,7912.8,75.9,2413.4,23.1,63629.0,8948.0,23752.0,1.64,37700.25,19861.46,0.137707620737615,0.158217831279075,63629.0,0.36786724857321,3.27869395873042,0.844988066825776,3.27869395873042,2.749,2.6544479213232,1021.9512195122,1.90508464821831,5.52124214665963
219,2007,120000,天津市,天津,674.33,438.3644,540.439,1650.6,4158.41,1115.0,850.89,264.11,107.47,2.6,1927.3,46.3,2123.6,51.1,37976.35,6845.0,15062.0,1.2,8242.07,6543.83,0.105416349037252,0.162160537320755,37976.35,0.396930557592926,0.90756262949708,0.763130044843049,0.90756262949708,2.437,2.20043827611395,929.166666666667,1.57363752010985,3.55566189962029
220,2007,130000,河北省,河北,1506.65,618.2963,789.1198,4053.8,12152.9,6943.19,2794.63,4148.0,1737.1,14.3,4566.4,37.6,5849.5,48.1,17561.0,4324.0,11550.0,18.88,14355.59,8397.82,0.0508764410140789,0.123974524599067,17561.0,0.333566473845749,0.780647918625524,0.402499427496583,0.780647918625524,2.233,2.67113783533765,367.753707627119,0.691013667519687,1.87226176468168
221,2007,140000,山西省,山西,1049.92,430.5002,597.887,1953.3,5935.58,3392.58,1493.75,1898.83,303.46,5.1,2029.81,34.2,3602.31,60.7,17542.0,3975.0,11487.0,15.67,10111.88,5514.18,0.0725287503495867,0.176885830870783,17542.0,0.329083257238551,0.563474548275967,0.440299123381026,0.563474548275967,2.291,2.88981132075472,216.501595405233,0.929004410689436,2.63260877622743
222,2007,150000,内蒙古自治区,内蒙古,1082.31,347.9057,492.3615,1964.0,5166.93,2428.83,1218.0,1210.8,762.55,14.7,2281.65,44.2,2122.73,41.1,21333.76,4089.0,12566.0,118.3,4986.1,3803.1,0.0673331552778923,0.20946867869315,21333.76,0.380109658927061,1.0748658567034,0.501476019317943,1.0748658567034,2.295,3.0731230129616,20.5311073541843,0.736046356346999,1.70104878525546
223,2007,210000,辽宁省,辽宁,1764.28,815.6685,1082.6948,4097.8,10292.18,4298.0,2544.42,1753.58,1077.34,10.47,4154.69,40.37,5060.15,49.16,24022.0,4648.0,12710.0,14.87,15117.8,10403.88,0.0792512859277626,0.171419466041208,24022.0,0.39814694263023,0.821060640494847,0.592000930665426,0.821060640494847,2.299,2.73450946643718,289.038332212508,1.01085289996871,2.47971566762338
224,2007,220000,吉林省,吉林,883.76,237.3862,320.6892,2038.3,4080.34,2729.82,1451.27,1278.73,755.22,14.8,1847.46,38.4,1477.66,46.8,14966.0,4244.0,10916.0,18.74,6433.34,4891.01,0.0581780439865305,0.216589793987756,14966.0,0.499541704857928,1.2502605470812,0.531635785509667,1.2502605470812,2.236,2.57210179076343,145.668089647812,1.19867707102839,2.77534470166702
225,2007,230000,黑龙江省,黑龙江,1187.27,334.9661,440.4689,2386.2,6126.34,3824.03,2061.14,1762.86,892.4,14.6,1850.9,30.2,3383.0,55.2,16022.86,4046.0,10744.0,47.07,7657.7,4330.6,0.0546763810039926,0.193797601830783,16022.86,0.389498460744915,0.547117942654449,0.538996817493587,0.547117942654449,2.156,2.65546218487395,81.2413426811132,0.706882086204814,1.95684535954583
226,2007,310000,上海市,上海,2181.68,1975.4796,2074.4792,3873.3,12878.68,2063.59,1830.0,233.0,99.4,0.8,7101.8,55.1,5677.5,44.1,63951.0,9992.0,24048.0,0.63,30315.53,21709.95,0.153391465584982,0.169402454288794,63951.0,0.300752872188765,1.25086745926904,0.886804064760926,1.25086745926904,2.543,2.40672538030424,3275.53968253968,1.68572788515593,4.03965934397003
227,2007,320000,江苏省,江苏,2553.72,1894.77,2237.7276,7985.9,25988.36,7723.13,4108.7,3614.0,1715.6,6.6,9775.4,37.61,14497.4,55.78,33798.0,6533.0,16009.0,10.72,31337.99,23265.83,0.0729084097649871,0.0982639920333565,33798.0,0.307287570281464,0.674286423772539,0.531999331877102,0.674286423772539,2.3099,2.45048216745752,720.441231343284,0.895240407628646,2.10108756381703
228,2007,330000,浙江省,浙江,1806.79,1535.3548,1649.4981,6271.3,18639.95,5154.9,2949.0,2206.0,969.27,5.2,7547.94,40.5,10122.74,54.3,36454.0,8805.0,20250.0,10.56,29030.34,24939.89,0.0823690406894868,0.0969310539996084,36454.0,0.336444035525846,0.745641990212136,0.572077052901123,0.745641990212136,2.353,2.29982964224872,488.153409090909,1.33798052033401,2.89540637179821
229,2007,340000,安徽省,安徽,1243.83,401.8799,543.6973,2451.9,7941.61,6118.0,2367.67,3750.33,1116.32,14.0,3453.49,43.5,3371.8,42.5,12989.0,3804.0,11350.0,14.01,8485.85,6127.89,0.0506043358966255,0.156621894049192,12989.0,0.308740922810362,1.0242274156237,0.387000653808434,1.0242274156237,2.295,2.98370136698212,436.688079942898,0.771618097589784,1.84014828227526
230,2007,350000,福建省,福建,910.64,594.0236,699.4577,3212.3,9325.62,3611.64,1856.0,1756.0,951.21,10.2,3852.63,41.3,4521.78,48.5,25915.3,5549.0,14478.0,12.4,10372.29,8522.56,0.063698027584225,0.0976492715765815,25915.3,0.344459671314079,0.852016241391664,0.513893965068501,0.852016241391664,2.311,2.60911876013696,291.261290322581,0.913886690643625,2.02612265994111
231,2007,360000,江西省,江西,905.06,281.8573,389.851,1718.9,5777.62,4368.41,1738.63,2629.78,868.6,15.03,1958.71,33.9,2950.31,51.06,13270.0,4152.0,11551.0,16.69,5954.4,4083.6,0.0487843264181445,0.156649277730276,13270.0,0.297510047389756,0.663899725791527,0.398000645543802,0.663899725791527,2.1885,2.78203275529865,261.738166566806,0.706796224050734,1.73739359805595
232,2007,370000,山东省,山东,2261.85,1308.3516,1675.398,8607.5,22718.06,9366.97,4379.07,4987.93,2451.01,10.8,7737.64,34.1,12529.41,55.1,24328.73,5009.0,13726.0,15.81,22414.4,18279.9,0.0575908154129358,0.0995617583543665,24328.73,0.378883584249711,0.617558209045757,0.467501230387201,0.617558209045757,2.233,2.74026751846676,592.471220746363,0.80464176958772,1.79127531136021
233,2007,410000,河南省,河南,1870.61,625.0156,862.0804,4690.3,14824.49,9360.0,3214.22,6145.78,2156.69,14.55,4763.8,32.13,7904.01,53.32,15811.1,4021.0,11217.0,16.7,12669.4,9642.6,0.0421610186927173,0.126183767536016,15811.1,0.316388624499055,0.602706727344728,0.343399572649573,0.602706727344728,2.1758,2.78960457597613,560.479041916168,0.650450706904588,1.50507707179134
234,2007,420000,湖北省,湖北,1277.33,433.9759,590.3552,4115.8,9451.39,5699.0,2524.66,3174.34,1331.44,14.1,3991.06,42.2,4128.89,43.7,16593.03,4276.0,11394.0,18.59,11211.1,7496.46,0.0459166217879063,0.135147316955495,16593.03,0.435470338225383,0.966618146765838,0.443000526408142,0.966618146765838,2.281,2.66463985032741,306.56266810113,0.793159524683671,1.97934483710862
235,2007,430000,湖南省,湖南,1357.03,410.66,606.5508,3419.2,9285.45,6355.0,2570.6,3784.4,1563.81,16.8,3854.22,41.5,3867.42,41.7,14626.21,4134.0,12669.0,21.18,9083.27,6037.4,0.044226181822098,0.146145851843476,14626.21,0.368232018911307,0.996586871868067,0.404500393391031,0.996586871868067,2.247,3.06458635703919,300.047214353163,0.650200044155103,1.62842619366859
236,2007,440000,广东省,广东,3159.57,2415.4724,2785.8007,10731.3,31742.61,9659.52,6099.02,3560.5,1663.49,5.2,14056.56,44.3,16022.56,50.5,33235.57,5403.0,16228.0,17.98,48955.03,30617.27,0.0760955825623665,0.099537183615336,33235.57,0.338072389132463,0.877298009806173,0.631399903928974,0.877298009806173,2.391,3.00351656487137,537.236929922136,0.964547968802817,2.50679764518419
237,2007,450000,广西壮族自治区,广西,985.94,282.6809,418.8265,1932.7,5474.79,4768.0,1727.92,3040.08,1214.87,22.2,2185.93,39.9,2073.99,37.9,11542.0,3579.0,11953.0,23.76,5801.04,4331.03,0.0516331950631896,0.180087272753841,11542.0,0.353018106630574,1.05397325927319,0.36239932885906,1.05397325927319,2.177,3.33975970941604,200.673400673401,0.791086050789163,1.85067737757978
238,2007,460000,海南省,海南,245.2,87.9935,108.2935,370.9,1234.0,845.03,398.84,446.16,351.32,28.5,528.42,42.8,354.26,28.7,14683.0,3949.0,10807.0,3.51,1873.0,1228.04,0.0713075364667747,0.19870340356564,14683.0,0.300567260940032,1.49161632699148,0.471983243198466,1.49161632699148,2.143,2.73664218789567,240.749287749288,0.99517017828201,2.51299837925446
239,2007,500000,重庆市,重庆,768.39,294.4592,442.7,1711.1,4770.72,2816.0,1361.35,1454.65,469.43,9.8,2063.99,43.3,2237.3,46.9,16966.0,3560.0,11758.0,8.24,6662.36,5197.08,0.0617221719153503,0.161063738806721,16966.0,0.358667035583727,0.92253609261163,0.483433948863636,0.92253609261163,2.335,3.30280898876404,341.747572815534,1.08937015796358,2.48588053794815
240,2007,510000,四川省,四川,1759.13,628.9529,850.8606,4105.6,10562.1,8127.0,2893.21,5233.79,1966.53,18.6,3987.84,37.8,4607.73,43.6,12963.0,3711.0,11045.0,48.61,13980.36,9200.93,0.0595480917620549,0.166551159333845,12963.0,0.388710578388767,0.865467377645826,0.355999753906731,0.865467377645826,2.192,2.97628671517111,167.187821435919,0.871126953920148,2.19476145842209
241,2007,520000,贵州省,贵州,795.4,211.8512,285.1375,858.2,2847.46,3631.98,1025.68,2606.32,430.64,15.48,1229.65,45.52,1187.17,39.0,7778.0,2526.0,10638.0,17.62,3838.7,3145.0,0.0744000618094723,0.279336671981345,7778.0,0.301391415507154,1.03578257536831,0.282402436136763,1.03578257536831,2.3004,4.21140142517815,206.128263337117,1.10449312720811,2.45260688473236
242,2007,530000,云南省,云南,1135.22,378.6361,486.7146,1422.5,5077.35,4514.0,1426.42,3087.58,849.6,16.73,2170.35,42.75,2057.4,40.52,11287.0,2821.0,11202.0,38.32,7215.6,5733.9,0.0745735669197514,0.223585137916433,11287.0,0.280165834539671,1.05489938757655,0.315999113867966,1.05489938757655,2.2602,3.97093229351294,117.797494780793,1.12930958078525,2.55044462170227
243,2007,540000,西藏自治区,西藏,275.37,11.6667,20.1412,112.6,344.1,288.83,62.1,226.73,52.31,15.2,196.57,57.13,95.22,27.67,11991.43,2780.0,11289.0,122.84,643.36,223.83,0.0339049694856146,0.800261551874455,11991.43,0.327230456262714,2.06437723167402,0.215005366478551,2.06437723167402,2.4193,4.06079136690648,2.35126994464344,0.650479511769834,2.52016855565243
244,2007,610000,陕西省,陕西,1053.97,355.5047,475.2398,1837.3,5681.78,3708.37,1506.0,2202.0,560.68,10.8,2255.21,34.9,2865.89,54.2,15341.65,2824.0,10578.0,20.56,8608.8,5210.9,0.0625692476653443,0.185499966559775,15341.65,0.323366973026059,0.786914361681711,0.406108344097272,0.786914361681711,2.239,3.7457507082153,180.368190661479,0.917124563077064,2.43228354494542
245,2007,620000,甘肃省,甘肃,675.34,142.0532,190.9107,854.4,2675.12,2548.19,822.0,1726.0,365.93,13.68,1055.05,39.44,1254.14,46.88,10501.0,2493.0,10380.0,42.59,3765.0,2448.2,0.0531016178713478,0.252452226442178,10501.0,0.319387541493466,0.841253767521967,0.322581911081984,0.841253767521967,2.2576,4.16365824308063,59.8307114346091,0.915173898740991,2.3225873979485
246,2007,630000,青海省,青海,282.2,43.2855,56.7083,212.6,720.06,551.6,221.02,330.58,81.61,11.3,363.17,50.5,275.28,38.2,13100.34,2771.0,10620.0,72.23,1105.21,882.13,0.0601137405216232,0.391911785129017,13100.34,0.295253173346666,1.31927492008137,0.400688905003626,1.31927492008137,2.392,3.83255142547817,7.63671604596428,1.22507846568342,2.75996444740716
247,2007,640000,宁夏回族自治区,宁夏,241.85,58.7871,80.0312,239.5,877.59,610.25,268.66,341.6,92.9,10.6,362.7,41.4,422.0,48.0,14458.0,3411.0,10723.0,6.64,1288.19,1196.54,0.0669869756948005,0.275584270559145,14458.0,0.272906482526009,0.859478672985782,0.44024580090127,0.859478672985782,2.308,3.14365288771621,91.9051204819277,1.3634385077314,2.83131074875511
248,2007,650000,新疆维吾尔自治区,新疆,795.15,220.646,285.86,857.5,3500.04,2095.19,820.27,1274.92,593.28,17.0,1318.3,37.6,1588.5,45.4,16887.0,3364.0,10794.0,163.15,4638.4,2767.1,0.0630409938172135,0.227183117907224,16887.0,0.244997200032,0.829902423670129,0.391501486738673,0.829902423670129,2.206,3.20868014268728,12.8421084891204,0.790590964674689,2.11583296190901
249,2008,110000,北京市,北京,1959.29,1775.5757,1837.3238,4645.5,11813.1,1771.0,1503.6,267.4,111.4,0.9,9175.1,77.7,2526.7,21.4,68541.0,10052.0,26918.0,1.64,43980.7,23010.66,0.150305652199677,0.165857395603186,68541.0,0.393249866673439,3.63125816282107,0.84901185770751,3.63125816282107,2.768,2.67787504974134,1079.87804878049,1.94789344033319,5.67093819573186
250,2008,120000,天津市,天津,867.72,546.2605,675.6186,2078.7,5182.43,1176.0,908.22,267.78,116.6,2.3,2406.1,46.4,2659.7,51.3,45241.64,7705.0,17726.0,1.2,9954.16,7689.12,0.105406247648304,0.167434967766087,45241.64,0.401105273008994,0.904650900477498,0.772295918367347,0.904650900477498,2.441,2.30058403634004,980.0,1.48369008360943,3.40444154576135
251,2008,130000,河北省,河北,1881.67,748.8871,947.5858,4991.1,14200.1,6988.82,2928.32,4061.0,1956.8,13.8,5261.8,37.1,6981.5,49.2,20385.0,4833.0,13263.0,18.88,17709.02,9453.3,0.0527381567735438,0.132511038654657,20385.0,0.351483440257463,0.753677576452052,0.419000632438666,0.753677576452052,2.235,2.74425822470515,370.170550847458,0.665720663938986,1.91282596601432
252,2008,140000,山西省,山西,1315.02,566.4935,748.0047,2421.1,7222.98,3410.64,1538.58,1872.08,373.58,5.2,2460.45,34.0,4388.95,60.8,21234.0,4480.0,13021.0,15.67,12827.6,6041.89,0.0784293324915755,0.182060589950408,21234.0,0.335194061176966,0.56060105492202,0.451111814791359,0.56060105492202,2.288,2.90647321428571,217.654116145501,0.836481618390194,2.61242451176661
253,2008,150000,内蒙古自治区,内蒙古,1454.57,464.4481,650.6764,2463.0,6242.41,2444.33,1264.1,1180.2,902.92,14.46,2784.44,44.6,2555.05,40.9,25619.87,4834.0,14676.0,118.3,6380.5,4564.2,0.074402049849337,0.233014172410976,25619.87,0.39455915263496,1.08977906498894,0.517156030486882,1.08977906498894,2.3006,3.03599503516756,20.6621301775148,0.731159920607586,1.75328118467066
254,2008,210000,辽宁省,辽宁,2153.43,1017.0987,1356.0812,5032.4,12137.65,4315.0,2591.0,1723.72,1215.66,10.02,4648.93,38.3,6273.06,51.68,28185.0,5415.0,14924.0,14.87,18223.21,11794.64,0.0837970035385762,0.177417374862515,28185.0,0.414610736015621,0.741094457888176,0.600463499420626,0.741094457888176,2.2828,2.75604801477378,290.181573638198,0.971739999093729,2.47311876681236
255,2008,220000,吉林省,吉林,1180.12,311.0741,422.7961,2549.2,4834.68,2734.21,1454.87,1279.24,863.56,14.3,2183.15,37.5,1787.97,48.2,17696.0,5001.0,12367.0,18.74,6433.34,4891.01,0.064342231543763,0.244094748773445,17696.0,0.527273780270876,1.22102160550792,0.532098851222108,1.22102160550792,2.232,2.47290541891622,145.90234791889,1.01165123648308,2.34231634772105
256,2008,230000,黑龙江省,黑龙江,1542.3,420.2079,578.2773,2928.3,7134.2,3825.04,2119.27,1706.12,1073.8,15.1,2125.4,29.7,3935.0,55.2,18653.94,4743.0,12205.0,47.07,9077.5,4594.0,0.0589004933979984,0.216184015026212,18653.94,0.410459476885986,0.54012706480305,0.55405172233493,0.54012706480305,2.146,2.57326586548598,81.2628000849798,0.643940455832469,1.91633259510527
257,2008,310000,上海市,上海,2593.92,2223.4284,2358.7464,4577.2,14536.9,2140.64,1897.0,244.0,109.4,0.7,8212.1,56.5,6215.5,42.8,69154.0,11250.0,27204.0,0.63,35589.07,24166.12,0.152950656604916,0.178436943227236,69154.0,0.314867681555215,1.32122918510176,0.886183571268406,1.32122918510176,2.558,2.41813333333333,3397.84126984127,1.66239844808728,4.11058685139198
258,2008,320000,江苏省,江苏,3247.49,2278.7081,2731.4074,9905.1,30945.45,7762.48,4215.17,3547.0,1988.2,6.42,11906.2,38.47,17051.1,55.1,39967.0,7322.0,18215.0,10.72,38063.38,27081.06,0.0736362890182563,0.10494240671892,39967.0,0.320082596956903,0.698265801033365,0.543018468324556,0.698265801033365,2.3203,2.48770827642721,724.111940298507,0.875122513972167,2.10513791203553
259,2008,330000,浙江省,浙江,2208.58,1792.0894,1933.389,7533.3,21284.58,5212.4,3002.0,2210.0,1073.3,5.0,8698.6,40.9,11512.68,54.1,41061.0,9927.0,22334.0,10.56,35481.2,29649.22,0.0841966061815643,0.103764321400751,41061.0,0.353932283371342,0.755566905360003,0.575934310490369,0.755566905360003,2.359,2.24982371310567,493.598484848485,1.39299060634506,3.05998145136056
260,2008,340000,安徽省,安徽,1647.13,527.9349,724.6197,3045.2,9517.68,6135.0,2485.0,3650.33,1313.08,13.8,4010.14,42.1,4194.45,44.1,15535.0,4529.0,12836.0,14.01,10386.99,7030.27,0.0554688642610384,0.173060031436232,15535.0,0.319951921056392,0.956058601246886,0.405052974735126,0.956058601246886,2.283,2.83417973062486,437.901498929336,0.738653747551924,1.82999008161653
